show_id,title,platform,genre,release_year,season_number,episode_number,episode_duration_min,pacing_score,hook_strength,dialogue_density,visual_intensity,avg_watch_percentage,pause_count,rewind_count,skip_intro,cognitive_load,attention_required,night_watch_safe,drop_off,drop_off_probability,retention_risk,dataset_version
30623,Shin Chan,Netflix,Animation,1992.0,1,396,8,5,4,medium,5,56,1,4,1,5,medium,0,0,0.448,medium,v1.0
30623,Shin Chan,Netflix,Animation,1992.0,1,397,8,6,8,high,4,61,5,3,0,7,high,0,0,0.465,medium,v1.0
30623,Shin Chan,Netflix,Animation,1992.0,1,398,8,5,8,low,4,75,3,1,0,5,medium,0,0,0.323,medium,v1.0
30623,Shin Chan,Netflix,Animation,1992.0,1,399,8,4,5,high,4,32,3,2,1,9,high,0,1,0.681,high,v1.0
30623,Shin Chan,Netflix,Animation,1992.0,1,400,8,5,5,medium,7,57,2,2,1,5,medium,0,0,0.439,medium,v1.0
30623,Shin Chan,Netflix,Animation,1992.0,1,401,8,6,7,high,4,55,5,0,0,7,high,0,0,0.507,medium,v1.0
30623,Shin Chan,Netflix,Animation,1992.0,1,402,8,5,8,low,9,81,1,0,0,5,medium,0,0,0.275,low,v1.0
30623,Shin Chan,Netflix,Animation,1992.0,1,403,8,7,6,medium,5,62,5,0,0,5,medium,0,0,0.431,medium,v1.0
30623,Shin Chan,Netflix,Animation,1992.0,1,404,8,5,5,medium,7,54,3,1,1,5,medium,0,0,0.462,medium,v1.0
30623,Shin Chan,Netflix,Animation,1992.0,1,405,8,7,8,low,3,70,5,0,0,5,medium,0,0,0.365,medium,v1.0
30623,Shin Chan,Netflix,Animation,1992.0,1,406,8,4,3,low,9,44,3,2,1,7,high,0,0,0.597,medium,v1.0
30623,Shin Chan,Netflix,Animation,1992.0,1,407,8,4,3,low,3,38,7,0,1,7,high,0,1,0.664,high,v1.0
30623,Shin Chan,Netflix,Animation,1992.0,1,408,8,5,4,high,6,44,3,6,1,7,high,0,0,0.582,medium,v1.0
30623,Shin Chan,Netflix,Animation,1992.0,1,409,8,7,6,low,6,69,3,0,0,5,medium,0,0,0.38,medium,v1.0
30623,Shin Chan,Netflix,Animation,1992.0,1,410,8,4,7,high,7,41,4,5,0,9,high,0,1,0.621,high,v1.0
30623,Shin Chan,Netflix,Animation,1992.0,1,411,8,7,5,medium,8,62,3,3,1,5,medium,0,0,0.426,medium,v1.0
30623,Shin Chan,Netflix,Animation,1992.0,1,412,8,4,6,low,6,43,3,2,0,7,high,0,0,0.556,medium,v1.0
30623,Shin Chan,Netflix,Animation,1992.0,1,413,8,7,6,medium,3,75,5,0,0,5,medium,0,0,0.372,medium,v1.0
30623,Shin Chan,Netflix,Animation,1992.0,1,414,8,5,8,high,9,61,3,1,0,7,high,0,0,0.446,medium,v1.0
30623,Shin Chan,Netflix,Animation,1992.0,1,415,8,6,4,medium,3,53,2,0,1,5,medium,0,0,0.472,medium,v1.0
30623,Shin Chan,Netflix,Animation,1992.0,1,416,8,4,4,low,9,33,4,3,1,7,high,0,1,0.641,high,v1.0
30623,Shin Chan,Netflix,Animation,1992.0,1,417,8,4,5,low,5,46,3,1,1,7,high,0,0,0.558,medium,v1.0
30623,Shin Chan,Netflix,Animation,1992.0,1,418,58,5,6,medium,7,60,4,4,0,5,medium,0,0,0.43,medium,v1.0
30623,Shin Chan,Netflix,Animation,1992.0,1,419,44,5,6,low,7,60,7,3,0,5,medium,0,0,0.46,medium,v1.0
30623,Shin Chan,Netflix,Animation,1992.0,1,420,42,7,8,medium,3,74,3,0,0,5,medium,0,0,0.327,medium,v1.0
30623,Shin Chan,Netflix,Animation,1992.0,1,421,54,5,5,low,7,59,2,3,1,5,medium,0,0,0.43,medium,v1.0
30623,Shin Chan,Netflix,Animation,1992.0,1,422,33,5,4,high,3,47,1,2,1,7,high,0,0,0.548,medium,v1.0
30623,Shin Chan,Netflix,Animation,1992.0,1,423,8,4,6,high,3,40,6,0,0,9,high,0,1,0.66,high,v1.0
30623,Shin Chan,Netflix,Animation,1992.0,1,424,8,4,6,medium,9,56,6,1,0,7,high,0,0,0.528,medium,v1.0
30623,Shin Chan,Netflix,Animation,1992.0,1,425,8,6,5,medium,3,60,3,1,1,5,medium,0,0,0.435,medium,v1.0
30623,Shin Chan,Netflix,Animation,1992.0,1,426,8,5,5,high,6,54,0,3,1,7,high,0,0,0.492,medium,v1.0
30623,Shin Chan,Netflix,Animation,1992.0,1,427,8,6,7,low,6,67,1,0,0,5,medium,0,0,0.353,medium,v1.0
30623,Shin Chan,Netflix,Animation,1992.0,1,428,8,6,3,medium,7,58,4,0,1,5,medium,0,0,0.484,medium,v1.0
30623,Shin Chan,Netflix,Animation,1992.0,1,429,8,5,3,low,4,50,1,0,1,5,medium,0,0,0.49,medium,v1.0
30623,Shin Chan,Netflix,Animation,1992.0,1,430,8,5,3,medium,9,50,2,6,1,5,medium,0,0,0.5,medium,v1.0
30623,Shin Chan,Netflix,Animation,1992.0,1,431,8,5,5,high,6,48,5,1,1,7,high,0,0,0.569,medium,v1.0
30623,Shin Chan,Netflix,Animation,1992.0,1,432,8,7,4,low,9,71,2,2,1,5,medium,0,0,0.391,medium,v1.0
30623,Shin Chan,Netflix,Animation,1992.0,1,433,8,7,5,low,8,61,3,2,1,5,medium,0,0,0.43,medium,v1.0
30623,Shin Chan,Netflix,Animation,1992.0,1,434,8,4,8,low,6,59,3,2,0,7,high,0,0,0.455,medium,v1.0
30623,Shin Chan,Netflix,Animation,1992.0,1,435,8,6,3,medium,3,49,2,0,1,5,medium,0,0,0.504,medium,v1.0
30623,Shin Chan,Netflix,Animation,1992.0,1,436,8,7,5,high,8,49,6,2,1,7,high,0,0,0.575,medium,v1.0
30623,Shin Chan,Netflix,Animation,1992.0,1,437,8,7,8,medium,7,79,2,1,0,5,medium,0,0,0.294,low,v1.0
30623,Shin Chan,Netflix,Animation,1992.0,1,438,8,5,4,high,8,51,9,2,1,7,high,0,1,0.61,high,v1.0
30623,Shin Chan,Netflix,Animation,1992.0,1,439,8,7,8,low,8,86,4,4,0,5,medium,0,0,0.283,low,v1.0
30623,Shin Chan,Netflix,Animation,1992.0,1,440,8,5,6,high,6,54,2,3,0,7,high,0,0,0.497,medium,v1.0
30623,Shin Chan,Netflix,Animation,1992.0,1,441,8,4,4,high,5,26,7,0,1,9,high,0,1,0.763,high,v1.0
30623,Shin Chan,Netflix,Animation,1992.0,1,442,8,7,4,medium,5,65,2,1,1,5,medium,0,0,0.417,medium,v1.0
30623,Shin Chan,Netflix,Animation,1992.0,1,443,8,6,8,high,3,69,0,0,0,7,high,0,0,0.38,medium,v1.0
30623,Shin Chan,Netflix,Animation,1992.0,1,444,8,4,4,low,8,48,3,3,1,7,high,0,0,0.564,medium,v1.0
30623,Shin Chan,Netflix,Animation,1992.0,1,445,8,4,5,high,7,38,4,3,1,9,high,0,1,0.664,high,v1.0
30623,Shin Chan,Netflix,Animation,1992.0,1,446,8,6,4,medium,4,53,0,1,1,5,medium,0,0,0.452,medium,v1.0
30623,Shin Chan,Netflix,Animation,1992.0,1,447,8,6,7,medium,4,76,1,0,0,5,medium,0,0,0.313,medium,v1.0
30623,Shin Chan,Netflix,Animation,1992.0,1,448,8,4,3,high,6,26,3,2,1,9,high,0,1,0.738,high,v1.0
30623,Shin Chan,Netflix,Animation,1992.0,1,449,8,6,5,high,8,51,4,2,1,7,high,0,0,0.545,medium,v1.0
30623,Shin Chan,Netflix,Animation,1992.0,1,450,8,7,3,medium,9,61,2,3,1,5,medium,0,0,0.451,medium,v1.0
30623,Shin Chan,Netflix,Animation,1992.0,1,451,8,6,5,medium,8,61,1,1,1,5,medium,0,0,0.411,medium,v1.0
30623,Shin Chan,Netflix,Animation,1992.0,1,452,8,4,5,medium,4,48,4,0,1,7,high,0,0,0.559,medium,v1.0
30623,Shin Chan,Netflix,Animation,1992.0,1,453,8,4,3,low,3,37,3,1,1,7,high,0,1,0.629,high,v1.0
30623,Shin Chan,Netflix,Animation,1992.0,1,454,8,5,7,high,8,61,3,1,0,7,high,0,0,0.461,medium,v1.0
30623,Shin Chan,Netflix,Animation,1992.0,1,455,8,7,3,high,6,51,0,4,1,7,high,0,0,0.535,medium,v1.0
30623,Shin Chan,Netflix,Animation,1992.0,1,456,8,4,4,high,8,38,3,4,1,9,high,0,1,0.669,high,v1.0
30623,Shin Chan,Netflix,Animation,1992.0,1,457,8,7,3,medium,4,61,3,1,1,5,medium,0,0,0.461,medium,v1.0
30623,Shin Chan,Netflix,Animation,1992.0,1,458,8,4,4,low,9,47,1,3,1,7,high,0,0,0.548,medium,v1.0
30623,Shin Chan,Netflix,Animation,1992.0,1,459,8,4,3,medium,6,43,4,2,1,7,high,0,1,0.612,high,v1.0
30623,Shin Chan,Netflix,Animation,1992.0,1,460,8,7,7,medium,5,76,2,0,0,5,medium,0,0,0.323,medium,v1.0
30623,Shin Chan,Netflix,Animation,1992.0,1,461,8,5,3,low,3,45,3,2,1,5,medium,0,0,0.533,medium,v1.0
30623,Shin Chan,Netflix,Animation,1992.0,1,462,8,6,7,medium,5,62,2,3,0,5,medium,0,0,0.386,medium,v1.0
30623,Shin Chan,Netflix,Animation,1992.0,1,463,8,6,4,medium,8,56,2,2,1,5,medium,0,0,0.458,medium,v1.0
30623,Shin Chan,Netflix,Animation,1992.0,1,464,8,6,8,medium,8,78,1,2,0,5,medium,0,0,0.289,low,v1.0
30623,Shin Chan,Netflix,Animation,1992.0,1,465,8,7,4,low,4,64,2,1,1,5,medium,0,0,0.422,medium,v1.0
30623,Shin Chan,Netflix,Animation,1992.0,1,466,8,4,8,high,5,41,5,2,0,9,high,0,1,0.616,high,v1.0
30623,Shin Chan,Netflix,Animation,1992.0,1,467,8,6,5,low,6,68,2,1,1,5,medium,0,0,0.389,medium,v1.0
30623,Shin Chan,Netflix,Animation,1992.0,1,468,8,4,3,medium,9,42,4,3,1,7,high,0,1,0.616,high,v1.0
30623,Shin Chan,Netflix,Animation,1992.0,1,469,8,7,6,low,7,73,2,2,0,5,medium,0,0,0.352,medium,v1.0
30623,Shin Chan,Netflix,Animation,1992.0,1,470,8,5,7,low,8,72,1,5,0,5,medium,0,0,0.331,medium,v1.0
30623,Shin Chan,Netflix,Animation,1992.0,1,471,8,7,7,low,6,72,2,1,0,5,medium,0,0,0.341,medium,v1.0
30623,Shin Chan,Netflix,Animation,1992.0,1,472,8,4,6,medium,8,42,2,3,0,7,high,0,0,0.551,medium,v1.0
30623,Shin Chan,Netflix,Animation,1992.0,1,473,8,7,4,high,4,51,2,2,1,7,high,0,0,0.54,medium,v1.0
30623,Shin Chan,Netflix,Animation,1992.0,1,474,8,6,7,high,4,75,1,1,0,7,high,0,0,0.378,medium,v1.0
30623,Shin Chan,Netflix,Animation,1992.0,1,475,8,6,3,medium,5,54,4,2,1,5,medium,0,0,0.502,medium,v1.0
30623,Shin Chan,Netflix,Animation,1992.0,1,476,8,5,3,medium,6,50,4,1,1,5,medium,0,0,0.52,medium,v1.0
30623,Shin Chan,Netflix,Animation,1992.0,1,477,8,7,3,low,5,58,3,1,1,5,medium,0,0,0.474,medium,v1.0
30623,Shin Chan,Netflix,Animation,1992.0,1,478,8,5,8,low,8,71,4,6,0,5,medium,0,0,0.351,medium,v1.0
30623,Shin Chan,Netflix,Animation,1992.0,1,479,8,7,6,low,6,73,1,1,0,5,medium,0,0,0.342,medium,v1.0
30623,Shin Chan,Netflix,Animation,1992.0,1,480,8,5,4,medium,5,58,1,5,1,5,medium,0,0,0.439,medium,v1.0
30623,Shin Chan,Netflix,Animation,1992.0,1,481,8,5,7,low,6,73,1,2,0,5,medium,0,0,0.327,medium,v1.0
30623,Shin Chan,Netflix,Animation,1992.0,1,482,8,6,4,high,4,50,3,2,1,7,high,0,0,0.555,medium,v1.0
30623,Shin Chan,Netflix,Animation,1992.0,1,483,8,5,8,medium,9,73,3,2,0,5,medium,0,0,0.332,medium,v1.0
30623,Shin Chan,Netflix,Animation,1992.0,1,484,8,5,4,medium,3,53,5,1,1,5,medium,0,0,0.502,medium,v1.0
30623,Shin Chan,Netflix,Animation,1992.0,1,485,8,7,4,medium,7,63,6,2,1,5,medium,0,0,0.466,medium,v1.0
30623,Shin Chan,Netflix,Animation,1992.0,1,486,8,5,6,low,8,58,1,5,0,5,medium,0,0,0.409,medium,v1.0
30623,Shin Chan,Netflix,Animation,1992.0,1,487,8,5,4,low,3,58,2,3,1,5,medium,0,0,0.449,medium,v1.0
30623,Shin Chan,Netflix,Animation,1992.0,1,488,8,6,6,medium,6,71,1,1,0,5,medium,0,0,0.351,medium,v1.0
30623,Shin Chan,Netflix,Animation,1992.0,1,489,8,7,5,low,4,68,1,0,1,5,medium,0,0,0.379,medium,v1.0
30623,Shin Chan,Netflix,Animation,1992.0,1,490,8,4,7,medium,8,58,6,6,0,7,high,0,0,0.504,medium,v1.0
30623,Shin Chan,Netflix,Animation,1992.0,1,491,8,6,3,high,5,58,3,0,1,7,high,0,0,0.534,medium,v1.0
30623,Shin Chan,Netflix,Animation,1992.0,1,492,8,5,3,low,7,52,2,2,1,5,medium,0,0,0.491,medium,v1.0
30623,Shin Chan,Netflix,Animation,1992.0,1,493,8,7,3,low,9,60,3,2,1,5,medium,0,0,0.465,medium,v1.0
30623,Shin Chan,Netflix,Animation,1992.0,1,494,8,4,8,low,5,54,4,1,0,7,high,0,0,0.487,medium,v1.0
30623,Shin Chan,Netflix,Animation,1992.0,1,495,8,6,4,low,3,61,2,0,1,5,medium,0,0,0.435,medium,v1.0
30623,Shin Chan,Netflix,Animation,1992.0,1,496,8,6,3,high,7,42,1,3,1,7,high,0,0,0.586,medium,v1.0
30623,Shin Chan,Netflix,Animation,1992.0,1,497,8,4,7,high,9,49,3,1,0,9,high,0,0,0.575,medium,v1.0
30623,Shin Chan,Netflix,Animation,1992.0,1,498,8,5,5,low,8,53,2,2,1,5,medium,0,0,0.457,medium,v1.0
30623,Shin Chan,Netflix,Animation,1992.0,1,499,8,7,8,low,3,83,5,3,0,5,medium,0,0,0.306,medium,v1.0
30623,Shin Chan,Netflix,Animation,1992.0,1,500,8,7,6,high,5,64,4,4,0,7,high,0,0,0.472,medium,v1.0
30623,Shin Chan,Netflix,Animation,1992.0,1,501,8,7,5,medium,7,57,2,1,1,5,medium,0,0,0.439,medium,v1.0
30623,Shin Chan,Netflix,Animation,1992.0,1,502,8,6,4,low,5,61,2,2,1,5,medium,0,0,0.435,medium,v1.0
30623,Shin Chan,Netflix,Animation,1992.0,1,503,8,5,6,medium,6,61,3,1,0,5,medium,0,0,0.415,medium,v1.0
30623,Shin Chan,Netflix,Animation,1992.0,1,504,8,6,6,medium,5,74,1,0,0,5,medium,0,0,0.337,medium,v1.0
30623,Shin Chan,Netflix,Animation,1992.0,1,505,8,7,5,medium,4,62,4,3,1,5,medium,0,0,0.436,medium,v1.0
30623,Shin Chan,Netflix,Animation,1992.0,1,506,8,5,6,medium,5,58,0,0,0,5,medium,0,0,0.399,medium,v1.0
30623,Shin Chan,Netflix,Animation,1992.0,1,507,8,4,3,high,4,29,6,0,1,9,high,0,1,0.754,high,v1.0
30623,Shin Chan,Netflix,Animation,1992.0,1,508,8,5,5,low,8,50,1,3,1,5,medium,0,0,0.46,medium,v1.0
30623,Shin Chan,Netflix,Animation,1992.0,1,509,8,7,6,medium,7,69,5,2,0,5,medium,0,0,0.4,medium,v1.0
30623,Shin Chan,Netflix,Animation,1992.0,1,510,8,6,4,low,9,54,3,3,1,5,medium,0,0,0.477,medium,v1.0
30623,Shin Chan,Netflix,Animation,1992.0,1,511,8,5,3,medium,6,54,3,1,1,5,medium,0,0,0.492,medium,v1.0
30623,Shin Chan,Netflix,Animation,1992.0,1,512,8,4,7,medium,4,51,4,6,0,7,high,0,0,0.515,medium,v1.0
30623,Shin Chan,Netflix,Animation,1992.0,1,513,8,5,7,low,5,71,3,1,0,5,medium,0,0,0.356,medium,v1.0
30623,Shin Chan,Netflix,Animation,1992.0,1,514,8,7,3,high,5,55,2,2,1,7,high,0,0,0.537,medium,v1.0
30623,Shin Chan,Netflix,Animation,1992.0,1,515,8,5,8,low,8,73,3,1,0,5,medium,0,0,0.332,medium,v1.0
30623,Shin Chan,Netflix,Animation,1992.0,1,516,8,5,8,medium,6,64,3,3,0,5,medium,0,0,0.372,medium,v1.0
30623,Shin Chan,Netflix,Animation,1992.0,1,517,8,7,6,high,4,71,6,1,0,7,high,0,0,0.461,medium,v1.0
30623,Shin Chan,Netflix,Animation,1992.0,1,518,8,4,4,medium,3,51,4,0,1,7,high,0,0,0.56,medium,v1.0
30623,Shin Chan,Netflix,Animation,1992.0,1,519,8,6,7,low,7,65,2,1,0,5,medium,0,0,0.372,medium,v1.0
30623,Shin Chan,Netflix,Animation,1992.0,1,520,8,7,8,low,6,79,0,0,0,5,medium,0,0,0.274,low,v1.0
30623,Shin Chan,Netflix,Animation,1992.0,1,521,8,5,4,low,6,52,3,1,1,5,medium,0,0,0.486,medium,v1.0
30623,Shin Chan,Netflix,Animation,1992.0,1,522,8,6,8,medium,4,73,3,4,0,5,medium,0,0,0.332,medium,v1.0
30623,Shin Chan,Netflix,Animation,1992.0,1,523,8,5,8,medium,4,72,3,5,0,5,medium,0,0,0.336,medium,v1.0
30623,Shin Chan,Netflix,Animation,1992.0,1,524,8,6,6,medium,8,63,2,3,0,5,medium,0,0,0.397,medium,v1.0
30623,Shin Chan,Netflix,Animation,1992.0,1,525,8,7,4,low,9,54,4,2,1,5,medium,0,0,0.487,medium,v1.0
30623,Shin Chan,Netflix,Animation,1992.0,1,526,8,7,5,high,5,60,3,5,1,7,high,0,0,0.495,medium,v1.0
30623,Shin Chan,Netflix,Animation,1992.0,1,527,39,5,6,medium,5,61,1,3,0,5,medium,0,0,0.396,medium,v1.0
30623,Shin Chan,Netflix,Animation,1992.0,1,528,41,7,7,high,3,56,3,1,0,7,high,0,0,0.483,medium,v1.0
30623,Shin Chan,Netflix,Animation,1992.0,1,529,50,7,4,high,3,57,3,1,1,7,high,0,0,0.524,medium,v1.0
30623,Shin Chan,Netflix,Animation,1992.0,1,530,46,5,8,medium,9,73,1,4,0,5,medium,0,0,0.311,medium,v1.0
30623,Shin Chan,Netflix,Animation,1992.0,1,531,51,6,7,low,5,74,3,3,0,5,medium,0,0,0.342,medium,v1.0
30623,Shin Chan,Netflix,Animation,1992.0,1,532,46,6,8,low,7,70,3,2,0,5,medium,0,0,0.345,medium,v1.0
30623,Shin Chan,Netflix,Animation,1992.0,1,533,8,5,6,high,6,52,4,6,0,7,high,0,0,0.526,medium,v1.0
30623,Shin Chan,Netflix,Animation,1992.0,1,534,8,7,3,high,3,50,1,1,1,7,high,0,0,0.55,medium,v1.0
30623,Shin Chan,Netflix,Animation,1992.0,1,535,8,7,5,low,5,63,2,2,1,5,medium,0,0,0.412,medium,v1.0
30623,Shin Chan,Netflix,Animation,1992.0,1,536,8,7,3,low,8,54,3,1,1,5,medium,0,0,0.492,medium,v1.0
30623,Shin Chan,Netflix,Animation,1992.0,1,537,8,6,5,medium,9,62,3,2,1,5,medium,0,0,0.426,medium,v1.0
30623,Shin Chan,Netflix,Animation,1992.0,1,538,8,4,3,medium,5,38,2,2,1,7,high,0,1,0.614,high,v1.0
30623,Shin Chan,Netflix,Animation,1992.0,1,539,8,4,7,high,6,41,7,2,0,9,high,0,1,0.651,high,v1.0
30623,Shin Chan,Netflix,Animation,1992.0,1,540,8,7,3,low,5,59,1,1,1,5,medium,0,0,0.45,medium,v1.0
30623,Shin Chan,Netflix,Animation,1992.0,1,541,8,4,3,medium,3,48,5,0,1,7,high,0,0,0.599,medium,v1.0
30623,Shin Chan,Netflix,Animation,1992.0,1,542,8,7,4,high,6,53,4,1,1,7,high,0,0,0.551,medium,v1.0
30623,Shin Chan,Netflix,Animation,1992.0,1,543,8,4,3,high,4,33,2,2,1,9,high,0,1,0.697,high,v1.0
30623,Shin Chan,Netflix,Animation,1992.0,1,544,8,7,7,low,8,70,1,4,0,5,medium,0,0,0.34,medium,v1.0
30623,Shin Chan,Netflix,Animation,1992.0,1,545,8,4,5,medium,4,45,3,2,1,7,high,0,0,0.562,medium,v1.0
30623,Shin Chan,Netflix,Animation,1992.0,1,546,8,6,4,low,6,69,2,1,1,5,medium,0,0,0.4,medium,v1.0
30623,Shin Chan,Netflix,Animation,1992.0,1,547,8,4,5,high,3,31,4,2,1,9,high,0,1,0.696,high,v1.0
30623,Shin Chan,Netflix,Animation,1992.0,1,548,8,4,6,high,9,46,6,5,0,9,high,0,1,0.633,high,v1.0
30623,Shin Chan,Netflix,Animation,1992.0,1,549,8,7,6,high,3,67,5,1,0,7,high,0,0,0.468,medium,v1.0
30623,Shin Chan,Netflix,Animation,1992.0,1,550,8,6,5,low,5,56,2,1,1,5,medium,0,0,0.443,medium,v1.0
30623,Shin Chan,Netflix,Animation,1992.0,1,551,8,5,6,high,9,53,3,5,0,7,high,0,0,0.511,medium,v1.0
30623,Shin Chan,Netflix,Animation,1992.0,1,552,8,5,8,low,7,66,3,1,0,5,medium,0,0,0.363,medium,v1.0
30623,Shin Chan,Netflix,Animation,1992.0,1,553,8,6,8,medium,3,78,3,2,0,5,medium,0,0,0.309,medium,v1.0
30623,Shin Chan,Netflix,Animation,1992.0,1,554,8,4,8,low,8,57,6,2,0,7,high,0,0,0.493,medium,v1.0
30623,Shin Chan,Netflix,Animation,1992.0,1,555,8,5,4,medium,8,53,3,2,1,5,medium,0,0,0.482,medium,v1.0
30623,Shin Chan,Netflix,Animation,1992.0,1,556,8,4,3,high,6,28,3,2,1,9,high,0,1,0.729,high,v1.0
30623,Shin Chan,Netflix,Animation,1992.0,1,557,8,5,4,medium,6,53,3,2,1,5,medium,0,0,0.482,medium,v1.0
30623,Shin Chan,Netflix,Animation,1992.0,1,558,8,6,7,low,3,69,1,3,0,5,medium,0,0,0.345,medium,v1.0
30623,Shin Chan,Netflix,Animation,1992.0,1,559,8,5,4,low,9,64,3,4,1,5,medium,0,0,0.432,medium,v1.0
30623,Shin Chan,Netflix,Animation,1992.0,1,560,8,5,5,high,7,53,6,3,1,7,high,0,0,0.556,medium,v1.0
30623,Shin Chan,Netflix,Animation,1992.0,1,561,8,4,5,medium,8,40,4,2,1,7,high,0,0,0.595,medium,v1.0
30623,Shin Chan,Netflix,Animation,1992.0,1,562,8,6,4,low,6,54,4,3,1,5,medium,0,0,0.487,medium,v1.0
30623,Shin Chan,Netflix,Animation,1992.0,1,563,8,5,3,high,3,31,5,2,1,7,high,0,1,0.675,high,v1.0
30623,Shin Chan,Netflix,Animation,1992.0,1,564,8,6,6,low,9,67,4,4,0,5,medium,0,0,0.398,medium,v1.0
30623,Shin Chan,Netflix,Animation,1992.0,1,565,8,4,3,high,8,27,7,0,1,9,high,0,1,0.773,high,v1.0
30623,Shin Chan,Netflix,Animation,1992.0,1,566,30,7,8,medium,9,72,0,2,0,5,medium,0,0,0.306,medium,v1.0
30623,Shin Chan,Netflix,Animation,1992.0,1,567,47,4,7,high,6,47,5,1,0,9,high,0,1,0.604,high,v1.0
30623,Shin Chan,Netflix,Animation,1992.0,1,568,40,5,5,low,8,56,4,2,1,5,medium,0,0,0.463,medium,v1.0
30623,Shin Chan,Netflix,Animation,1992.0,1,569,36,6,5,medium,7,64,5,1,1,5,medium,0,0,0.437,medium,v1.0
30623,Shin Chan,Netflix,Animation,1992.0,1,570,33,4,7,low,4,50,3,4,0,7,high,0,0,0.51,medium,v1.0
30623,Shin Chan,Netflix,Animation,1992.0,1,571,8,5,5,medium,6,56,4,3,1,5,medium,0,0,0.463,medium,v1.0
30623,Shin Chan,Netflix,Animation,1992.0,1,572,8,4,7,high,6,36,4,3,0,9,high,0,1,0.643,high,v1.0
30623,Shin Chan,Netflix,Animation,1992.0,1,573,8,5,5,low,4,57,3,0,1,5,medium,0,0,0.449,medium,v1.0
30623,Shin Chan,Netflix,Animation,1992.0,1,574,24,6,8,low,5,67,0,4,0,5,medium,0,0,0.328,medium,v1.0
30623,Shin Chan,Netflix,Animation,1992.0,1,575,24,6,8,low,6,83,2,4,0,5,medium,0,0,0.277,low,v1.0
30623,Shin Chan,Netflix,Animation,1992.0,1,576,24,7,5,medium,3,69,3,1,1,5,medium,0,0,0.395,medium,v1.0
30623,Shin Chan,Netflix,Animation,1992.0,1,577,24,7,8,low,8,73,3,1,0,5,medium,0,0,0.332,medium,v1.0
30623,Shin Chan,Netflix,Animation,1992.0,1,578,24,6,4,medium,7,50,3,2,1,5,medium,0,0,0.495,medium,v1.0
30623,Shin Chan,Netflix,Animation,1992.0,1,579,24,4,4,low,5,45,3,1,1,7,high,0,0,0.578,medium,v1.0
30623,Shin Chan,Netflix,Animation,1992.0,1,580,24,6,4,high,5,37,2,4,1,7,high,0,1,0.604,high,v1.0
30623,Shin Chan,Netflix,Animation,1992.0,1,581,24,4,6,low,9,54,6,6,0,7,high,0,0,0.537,medium,v1.0
30623,Shin Chan,Netflix,Animation,1992.0,1,582,24,4,6,high,9,49,6,1,0,9,high,0,1,0.62,high,v1.0
30623,Shin Chan,Netflix,Animation,1992.0,1,583,24,6,8,medium,8,88,2,3,0,5,medium,0,0,0.254,low,v1.0
30623,Shin Chan,Netflix,Animation,1992.0,1,584,7,6,5,high,5,48,2,1,1,7,high,0,0,0.539,medium,v1.0
30623,Shin Chan,Netflix,Animation,1992.0,1,585,24,4,4,low,4,43,1,0,1,7,high,0,0,0.567,medium,v1.0
30623,Shin Chan,Netflix,Animation,1992.0,1,586,24,7,8,medium,6,69,1,3,0,5,medium,0,0,0.33,medium,v1.0
30623,Shin Chan,Netflix,Animation,1992.0,1,587,24,4,4,low,7,33,6,1,1,7,high,0,1,0.661,high,v1.0
30623,Shin Chan,Netflix,Animation,1992.0,1,588,24,4,6,medium,9,51,8,4,0,7,high,0,0,0.571,medium,v1.0
30623,Shin Chan,Netflix,Animation,1992.0,1,589,24,7,4,medium,4,55,6,0,1,5,medium,0,0,0.502,medium,v1.0
30623,Shin Chan,Netflix,Animation,1992.0,1,590,24,7,7,low,9,74,5,3,0,5,medium,0,0,0.362,medium,v1.0
30623,Shin Chan,Netflix,Animation,1992.0,1,591,24,6,5,medium,5,63,3,1,1,5,medium,0,0,0.421,medium,v1.0
30623,Shin Chan,Netflix,Animation,1992.0,1,592,24,4,8,high,3,51,3,0,0,9,high,0,0,0.551,medium,v1.0
30623,Shin Chan,Netflix,Animation,1992.0,1,593,24,7,6,medium,5,64,2,2,0,5,medium,0,0,0.392,medium,v1.0
30623,Shin Chan,Netflix,Animation,1992.0,1,594,24,5,3,high,9,43,2,1,1,7,high,0,0,0.592,medium,v1.0
30623,Shin Chan,Netflix,Animation,1992.0,1,595,24,4,7,low,3,57,4,1,0,7,high,0,0,0.489,medium,v1.0
30623,Shin Chan,Netflix,Animation,1992.0,1,596,24,7,4,high,5,48,4,1,1,7,high,0,0,0.574,medium,v1.0
30623,Shin Chan,Netflix,Animation,1992.0,1,597,24,6,4,high,6,50,0,0,1,7,high,0,0,0.525,medium,v1.0
30623,Shin Chan,Netflix,Animation,1992.0,1,598,24,4,3,high,8,27,8,4,1,9,high,0,1,0.784,high,v1.0
30623,Shin Chan,Netflix,Animation,1992.0,1,599,24,6,4,medium,6,51,2,1,1,5,medium,0,0,0.481,medium,v1.0
30623,Shin Chan,Netflix,Animation,1992.0,1,600,24,6,5,low,9,59,2,3,1,5,medium,0,0,0.43,medium,v1.0
30623,Shin Chan,Netflix,Animation,1992.0,1,601,24,5,6,low,5,65,5,3,0,5,medium,0,0,0.417,medium,v1.0
30623,Shin Chan,Netflix,Animation,1992.0,1,602,24,5,8,medium,7,72,2,2,0,5,medium,0,0,0.326,medium,v1.0
